46.174.191.32 - - [23/Feb/2019:00:05:47 +0800] "GET / HTTP/1.0" 200 11398
197.232.55.250 - - [23/Feb/2019:00:27:28 +0800] "GET / HTTP/1.1" 200 11418
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3883
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1562
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:54 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9062
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:57 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/anno.do?_=1550824887923 HTTP/1.1" 200 8971
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1550824887924 HTTP/1.1" 200 8989
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:42:58 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:43:00 +0800] "GET /gdjk/train/sbbdjl.do?zxjl=0&_=1550824887925 HTTP/1.1" 200 8476
117.184.186.114 - - [23/Feb/2019:00:43:00 +0800] "GET /gdjk/train/css/icons/download.png HTTP/1.1" 304 -
117.184.186.114 - - [23/Feb/2019:00:43:00 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 304 -
