198.108.66.176 - - [06/Oct/2018:00:11:43 +0800] "GET / HTTP/1.1" 200 11418
185.128.40.182 - - [06/Oct/2018:00:53:00 +0800] "GET /manager/html HTTP/1.1" 401 2536
179.228.179.80 - - [06/Oct/2018:01:02:42 +0800] "GET / HTTP/1.1" 200 11418
2.181.65.178 - - [06/Oct/2018:02:44:29 +0800] "GET / HTTP/1.1" 200 11418
2.181.65.178 - - [06/Oct/2018:02:44:29 +0800] "GET / HTTP/1.1" 200 11418
78.108.177.52 - - [06/Oct/2018:02:48:08 +0800] "GET / HTTP/1.0" 200 11398
41.32.63.224 - - [06/Oct/2018:02:56:02 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "GET / HTTP/1.1" 200 11418
116.252.2.108 - - [06/Oct/2018:03:19:55 +0800] "CONNECT www.voanews.com:443 HTTP/1.0" 400 -
103.89.252.18 - - [06/Oct/2018:03:41:17 +0800] "GET / HTTP/1.1" 200 11418
175.166.150.130 - - [06/Oct/2018:03:42:14 +0800] "GET / HTTP/1.1" 200 11418
46.174.191.28 - - [06/Oct/2018:03:43:05 +0800] "GET / HTTP/1.0" 200 11398
59.1.100.58 - - [06/Oct/2018:03:58:19 +0800] "GET / HTTP/1.1" 200 11418
211.157.159.145 - - [06/Oct/2018:05:10:46 +0800] "GET /axis2/ HTTP/1.1" 404 963
179.228.38.226 - - [06/Oct/2018:05:27:01 +0800] "GET / HTTP/1.1" 200 11418
78.108.177.51 - - [06/Oct/2018:05:45:30 +0800] "GET / HTTP/1.0" 200 11398
46.174.191.28 - - [06/Oct/2018:05:51:58 +0800] "GET / HTTP/1.0" 200 11398
173.255.205.93 - - [06/Oct/2018:06:16:42 +0800] "GET / HTTP/1.0" 200 11398
80.82.70.187 - - [06/Oct/2018:07:11:41 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
187.11.55.157 - - [06/Oct/2018:08:16:53 +0800] "GET / HTTP/1.1" 200 11418
80.82.78.50 - - [06/Oct/2018:08:38:49 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
78.108.177.53 - - [06/Oct/2018:10:24:40 +0800] "GET / HTTP/1.0" 200 11398
46.174.191.30 - - [06/Oct/2018:10:37:25 +0800] "GET / HTTP/1.0" 200 11398
200.158.247.220 - - [06/Oct/2018:12:14:08 +0800] "GET / HTTP/1.1" 200 11418
152.254.204.85 - - [06/Oct/2018:12:18:42 +0800] "GET / HTTP/1.1" 200 11418
188.114.216.113 - - [06/Oct/2018:13:11:30 +0800] "GET / HTTP/1.1" 200 11418
46.174.191.28 - - [06/Oct/2018:13:21:56 +0800] "GET / HTTP/1.0" 200 11398
58.218.66.236 - - [06/Oct/2018:13:23:46 +0800] "GET / HTTP/1.1" 200 11418
191.242.19.164 - - [06/Oct/2018:13:43:27 +0800] "GET / HTTP/1.1" 200 11418
177.84.155.109 - - [06/Oct/2018:14:44:51 +0800] "GET / HTTP/1.1" 200 11418
